listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,list_price,sold_price,status
L101524,Centurion,House,2.0,162.0,2025-09-05,2025-09-19,R 3 555 000.00,R 3 503 000.00,Sold
L100153,Faerie Glen,House,5.0,371.0,2024-06-06,2024-07-31,"R7,480,000","R7,179,000",Sold
L100481,Groenkloof,House,3.0,228.0,2025-03-29,2025-05-19,R 5 863 000,"R5,626,000",Sold
L104460,Lynnwood,Townhouse,2.0,130.0,2025-09-24,2025-10-12,R 3 047 000.00,R 3 027 000.00,Sold
L103920,Groenkloof,House,6.0,434.0,2024-01-31,2024-04-04,R 7 737 000,R 7 493 000.00,Sold
L101762,Groenkloof,House,2.0,142.0,2024-07-07,2024-08-15,R 2 950 000.00,"R2,950,000",Sold
L100750,  brooklyn ,House,3.0,306.0,2023-10-14,2023-11-06,R 6 512 000,"R6,156,000",Sold
L101785,Bryanston,Townhouse,3.0,152.0,2023-12-04,2024-03-27,R 4 411 000.00,4088000,Sold
L104501,Lynnwood,House,4.0,263.0,2025-06-16,2025-07-13,"R6,196,000",R 5 986 000.00,Sold
L102711,Brooklyn,House,2.0,207.0,2024-11-06,2024-11-19,"R5,452,000",R 5 296 000,Sold
L104939,Groenkloof,Townhouse,3.0,205.0,2026-02-11,2026-03-16,"R5,630,000",R 5 390 000,Sold
L104193,Bryanston,House,4.0,219.0,2025-08-22,2025-09-13,R 6 141 000.00,R 5 797 000.00,Sold
L101333,Sandton,Apartment,1.0,92.0,2023-03-24,2023-04-29,"R2,641,000","R2,626,000",Sold
L105439,Groenkloof,Apartment,1.0,57.0,2024-02-10,,R 1 181 000.00,,Withdrawn
L102854,Rooihuiskraal,House,,212.0,2023-06-24,2023-09-16,"R2,843,000",2784000,Sold
L100186,Menlo Park,Apartment,1.0,71.0,2023-11-14,2023-12-20,R 1 237 000,1237000,Sold
L101136,Lynnwood,House,1.0,81.0,2024-04-11,2024-06-28,R 1 691 000.00,R 1 602 000.00,Sold
L102058,Waterkloof Ridge,Apartment,2.0,87.0,2025-12-17,2026-01-25,2327000,2192000,Sold
L105119,Faerie Glen,Apartment,1.0,70.0,2024-01-03,2024-02-09,1096000,1090000,Sold
L100148,Lynnwood,Townhouse,2.0,129.0,2023-01-23,2023-03-20,3050000,3047000,Sold
L104124,Sandton,House,,,2024-04-23,2024-06-28,R 6 717 000.00,R 6 717 000,Sold
L103363,Irene,House,2.0,190.0,2023-06-30,2023-08-13,R 3 070 000,R 3 070 000.00,Sold
L104788,Waterkloof Ridge,House,2.0,164.0,2025-03-27,2025-04-17,4406000,R 4 286 000,Sold
L102866,  lynnwood ,House,4.0,243.0,2024-09-01,2024-11-13,R 4 292 000.00,4145000,Sold
L103776,  centurion ,House,2.0,137.0,2024-02-29,2024-03-31,R 2 657 000,2539000,Sold
L101386,Centurion,House,3.0,246.0,2023-08-30,2023-10-11,R 4 379 000.00,R 4 251 000.00,Sold
L105780,Sandton,House,2.0,158.0,2026-02-24,2026-03-13,"R5,251,000",5093000,Sold
L105992,Sandton,Apartment,3.0,136.0,2023-07-06,2023-08-02,3813000,3813000,Sold
L103629,Groenkloof,Apartment,1.0,68.0,2024-09-19,2024-10-17,1356000,"R1,351,000",Sold
L105501,Faerie Glen,House,4.0,288.0,2023-08-21,2023-09-14,4641000,4467000,Sold
L104797,Lynnwood,House,1.0,94.0,2023-08-24,2023-09-02,R 2 146 000,2068000,Sold
L103028,Irene,House,5.0,392.0,2025-03-18,2025-05-16,7630000,"R7,393,000",Sold
L102969,Groenkloof,House,5.0,302.0,2024-04-24,2024-08-22,6287000,6161000,Sold
L105307,Brooklyn,Apartment,1.0,54.0,2025-01-13,2025-02-25,"R1,299,000",R 1 292 000,Sold
L101708,Bryanston,House,5.0,294.0,2026-03-20,2026-04-28,8925000,8502000,Sold
L102953,Sandton,Townhouse,2.0,162.0,2024-07-05,2024-07-15,R 4 740 000.00,R 4 719 000.00,Sold
L100454,Waterkloof Ridge,Apartment,1.0,59.0,2025-05-27,2025-06-09,R 1 743 000,R 1 743 000.00,Sold
L100609,Lynnwood,House,6.0,397.0,2025-03-23,2025-05-10,"R8,873,000","R8,318,000",Sold
L104263,Bryanston,House,4.0,260.0,2026-03-09,2026-03-20,9073000,R 8 936 000,Sold
L104826,GROENKLOOF,Apartment,1.0,66.0,2026-02-15,2026-03-26,"R1,545,000","R1,442,000",Sold
L105178,Faerie Glen,Townhouse,1.0,78.0,2023-06-06,2023-07-17,R 1 162 000,R 1 062 000,Sold
L102074,Menlo Park,Townhouse,2.0,178.0,2025-10-10,2025-11-02,4525000,R 4 525 000,Sold
L104052,  faerie glen ,Apartment,1.0,81.0,2023-12-05,2024-01-02,1123000,R 1 094 000,Sold
L105548,Centurion,House,,156.0,2025-08-16,2025-09-23,R 2 880 000.00,"R2,697,000",Sold
L101622,Rooihuiskraal,House,2.0,164.0,2023-04-06,2023-06-14,2591000,R 2 437 000.00,Sold
L104683,Centurion,Apartment,1.0,129.0,2024-01-03,2024-01-26,R 2 262 000,2189000,Sold
L105352,Centurion,House,4.0,236.0,2025-11-21,2025-12-13,R 5 101 000,R 5 101 000.00,Sold
L100040,Lynnwood,House,2.0,168.0,2026-04-11,2026-05-20,R 3 853 000,"R3,515,000",Sold
L102089,Lynnwood,House,4.0,264.0,2026-03-14,2026-04-05,R 7 768 000.00,"R7,119,000",Sold
L103924,Groenkloof,House,3.0,229.0,2025-01-03,2025-03-02,R 6 253 000,6100000,Sold
L102175,Irene,Townhouse,2.0,197.0,2023-06-08,2023-07-09,"R3,545,000",R 3 491 000,Sold
L100074,Waterkloof,Apartment,1.0,50.0,2023-12-24,2024-01-24,R 1 051 000.00,1008000,Sold
L104889,Sandton,House,4.0,259.0,2025-01-16,2025-03-09,"R9,279,000",R 9 026 000.00,Sold
L103821,Irene,Townhouse,3.0,178.0,2025-03-30,2025-05-31,"R3,208,000",R 3 076 000.00,Sold
L102657,Irene,House,4.0,265.0,2023-03-22,2023-05-13,"R4,618,000",R 4 553 000,Sold
L103180,Sandton,House,5.0,291.0,2025-08-23,2025-09-28,10541000,9794000,Sold
L102076,Sandton,House,,133.0,2025-10-15,2025-11-02,R 4 189 000.00,R 4 189 000.00,Sold
L100441,Groenkloof,Townhouse,2.0,125.0,2025-05-26,2025-06-17,R 2 811 000.00,"R2,767,000",Sold
L102051,Waterkloof,Apartment,1.0,56.0,2023-03-23,2023-01-01,R 1 228 000.00,R 1 228 000,Sold
L102541,Lynnwood,House,2.0,172.0,2024-01-01,2024-01-20,R 3 678 000,"R3,375,000",Sold
L101301,Irene,Apartment,1.0,97.0,2023-06-12,2023-07-20,R 1 567 000,R 1 492 000,Sold
L103430,Irene,House,4.0,304.0,2023-11-24,2023-12-01,R 5 908 000,"R5,750,000",Sold
L101304,Bryanston,House,6.0,380.0,2024-03-05,2024-03-18,R 10 192 000.00,10192000,Sold
L100236,Lynnwood,House,3.0,193.0,2025-05-20,2025-05-26,R 4 595 000.00,R 4 369 000.00,Sold
L105644,Irene,Apartment,2.0,110.0,2024-11-23,2024-12-19,R 2 289 000.00,R 2 227 000.00,Sold
L102599,Sandton,House,3.0,196.0,2025-03-10,2025-03-24,R 7 311 000.00,R 6 619 000.00,Sold
L104616,Waterkloof Ridge,House,2.0,140.0,2025-09-02,2025-09-06,4489000,"R4,161,000",Sold
L102573,Bryanston,House,3.0,224.0,2026-01-03,2026-03-31,R 6 420 000,R 6 139 000,Sold
L103280,Centurion,Townhouse,2.0,134.0,2023-04-12,2023-05-20,R 2 175 000.00,R 2 139 000,Sold
L103186,Centurion,Apartment,2.0,134.0,2025-12-24,,R 2 383 000,,Withdrawn
L103953,Centurion,House,4.0,240.0,2023-11-14,2023-12-18,R 4 202 000.00,R 4 170 000,Sold
L102768,Bryanston,Apartment,1.0,57.0,2024-02-07,2024-02-23,1494000,1494000,Sold
L104831,Brooklyn,House,3.0,179.0,2024-12-29,2025-01-16,"R4,114,000","R3,969,000",Sold
L104223,Groenkloof,Apartment,3.0,85.0,2024-06-17,2024-08-03,R 1 925 000,R 1 811 000.00,Sold
L102106,Centurion,House,6.0,572.0,2023-02-08,2023-03-16,7741000,"R7,329,000",Sold
L102679,Menlo Park,Apartment,2.0,75.0,2023-02-20,2023-03-06,"R1,364,000",R 1 306 000,Sold
L102761,SANDTON,House,6.0,471.0,2023-11-12,2024-01-21,R 14 732 000,R 13 958 000.00,Sold
L104688,Bryanston,House,1.0,115.0,2024-06-03,2024-06-22,R 3 385 000.00,3244000,Sold
L101387,Brooklyn,House,6.0,547.0,2023-12-20,2024-01-08,R 11 163 000.00,"R11,163,000",Sold
L105740,Centurion,Apartment,,97.0,2025-05-08,2025-06-04,R 1 909 000,1764000,Sold
L105532,Faerie Glen,House,2.0,291.0,2025-08-08,2025-09-12,R 6 362 000.00,5801000,Sold
L101279,Irene,Apartment,1.0,109.0,2024-08-18,,"R1,872,000",,Withdrawn
L105997,Bryanston,House,5.0,289.0,2024-01-05,2024-02-22,"R7,294,000",7128000,Sold
L101555,Rooihuiskraal,Townhouse,3.0,138.0,2023-01-19,2023-02-07,2274000,R 2 122 000.00,Sold
L105527,Groenkloof,Apartment,1.0,104.0,2023-10-01,2023-10-12,1773000,"R1,773,000",Sold
L103190,Groenkloof,House,6.0,339.0,2025-09-25,2025-11-20,R 8 233 000.00,7475000,Sold
L104566,Rooihuiskraal,House,5.0,366.0,2023-09-08,,R 5 051 000,,Withdrawn
L104802,Waterkloof,Apartment,1.0,72.0,2025-03-31,2025-05-09,R 1 864 000,"R1,864,000",Sold
L105735,Sandton,Townhouse,3.0,250.0,2023-01-04,2023-01-31,R 6 271 000.00,"R5,966,000",Sold
L104841,Lynnwood,Apartment,2.0,66.0,2026-01-25,2026-02-12,R 1 372 000.00,1372000,Sold
L103594,Waterkloof,House,4.0,243.0,2025-07-22,2025-08-13,"R8,519,000",R 8 392 000,Sold
L101920,Faerie Glen,Apartment,1.0,,2023-06-02,2023-09-15,R 1 469 000.00,"R1,361,000",Sold
L100513,Brooklyn,Apartment,1.0,102.0,2025-05-05,2025-06-27,R 2 571 000,2531000,Sold
L104177,  sandton ,Apartment,1.0,146.0,2024-08-26,2024-12-12,R 4 417 000.00,"R4,417,000",Sold
L101308,Waterkloof,House,3.0,224.0,2023-05-19,2023-09-08,R 5 669 000,5628000,Sold
L100914,Sandton,Apartment,3.0,103.0,2026-03-06,2026-04-25,R 3 306 000.00,3306000,Sold
L103452,Waterkloof,Apartment,2.0,85.0,2025-11-25,,2315000,,Withdrawn
L103695,Lynnwood,House,3.0,176.0,2023-09-10,2023-10-25,R 3 166 000.00,3006000,Sold
L104242,Lynnwood,House,5.0,308.0,2023-06-21,2023-09-26,R 5 433 000.00,"R5,003,000",Sold
L103156,Waterkloof,House,1.0,190.0,2026-04-22,2026-05-24,R 5 569 000.00,"R5,269,000",Sold
L102198,Brooklyn,House,4.0,247.0,2023-09-19,2023-11-10,4511000,R 4 511 000.00,Sold
L100774,Waterkloof,House,2.0,170.0,2023-11-01,2024-01-22,R 4 082 000,"R4,082,000",Sold
L104425,Menlo Park,House,2.0,164.0,2023-04-16,2023-04-30,R 3 081 000,3054000,Sold
L100943,Lynnwood,Apartment,1.0,77.0,2023-09-19,2023-10-25,"R1,390,000",1360000,Sold
L100822,Brooklyn,House,5.0,396.0,2023-04-26,2023-05-29,"R8,528,000",R 8 509 000.00,Sold
L104277,Bryanston,House,4.0,371.0,2023-11-02,2023-12-09,R 11 273 000,R 11 070 000.00,Sold
L100164,  faerie glen ,Townhouse,2.0,183.0,2023-09-15,2023-09-26,"R3,126,000",R 3 126 000,Sold
L104547,Brooklyn,House,5.0,354.0,2026-04-24,2026-06-05,R 10 689 000,"R10,620,000",Sold
L103983,Brooklyn,Apartment,2.0,136.0,2023-01-01,2023-02-17,"R2,624,000",R 2 390 000.00,Sold
L102538,Waterkloof,House,4.0,289.0,2026-04-14,2026-05-05,"R7,884,000",R 7 884 000,Sold
L105835,Waterkloof Ridge,Apartment,2.0,102.0,2023-10-29,,R 2 896 000.00,,Withdrawn
L101311,Sandton,House,3.0,233.0,2024-07-27,2024-08-24,"R6,810,000",R 6 809 000.00,Sold
L105556,Brooklyn,House,1.0,150.0,2023-12-08,2024-02-15,R 2 994 000.00,R 2 966 000,Sold
L105094,Sandton,House,3.0,170.0,2024-09-20,2024-10-24,R 5 693 000.00,5693000,Sold
L104828,Rooihuiskraal,Apartment,1.0,73.0,2026-04-17,2026-04-30,1243000,"R1,229,000",Sold
L103300,Sandton,Apartment,2.0,156.0,2024-10-21,2024-12-14,"R4,868,000",4749000,Sold
L103310,Sandton,House,3.0,190.0,2024-12-26,2025-04-09,R 6 821 000.00,"R6,721,000",Sold
L100327,Faerie Glen,Apartment,1.0,55.0,2025-05-23,2025-08-06,R 948 000,"R948,000",Sold
L102490,Sandton,House,2.0,235.0,2025-02-21,2025-05-02,R 7 696 000.00,R 7 472 000,Sold
L105729,Brooklyn,House,3.0,225.0,2023-07-04,2023-07-12,"R4,938,000",R 4 903 000,Sold
L104408,Bryanston,Apartment,1.0,57.0,2023-08-14,2023-10-05,R 1 551 000.00,"R1,499,000",Sold
L100832,LYNNWOOD,House,3.0,276.0,2024-10-29,2024-11-17,R 7 272 000,"R6,992,000",Sold
L103079,Brooklyn,House,4.0,249.0,2025-12-31,,5529000,,Withdrawn
L103462,Waterkloof,House,3.0,238.0,2024-01-15,2024-02-01,"R7,136,000",R 7 112 000.00,Sold
L105932,Brooklyn,House,5.0,264.0,2026-04-02,2026-05-07,"R8,112,000","R8,112,000",Sold
L100054,Centurion,House,6.0,464.0,2023-09-23,2023-10-24,9604000,"R9,604,000",Sold
L104064,Waterkloof Rdg,Apartment,1.0,67.0,2023-10-19,2023-12-23,R 1 753 000.00,R 1 717 000.00,Sold
L103451,Faerie Glen,House,4.0,221.0,2026-04-20,2026-05-03,5138000,R 4 780 000.00,Sold
L101901,Waterkloof,Apartment,1.0,63.0,2024-04-17,2024-06-19,R 1 437 000.00,"R1,437,000",Sold
L101481,Waterkloof,Townhouse,2.0,97.0,2025-12-08,,"R2,573,000",,Withdrawn
L104873,Irene,House,3.0,165.0,2023-06-28,,"R3,107,000",,Withdrawn
L104895,Faerie Glen,Townhouse,3.0,231.0,2025-04-12,2025-06-09,R 4 184 000,"R3,901,000",Sold
L104150,Brooklyn,House,4.0,334.0,2023-04-25,2023-06-03,6743000,6692000,Sold
L103335,Menlo Park,Apartment,1.0,83.0,2026-01-31,2026-02-16,R 1 670 000,R 1 609 000.00,Sold
L104926,Groenkloof,Apartment,2.0,67.0,2024-05-01,2024-07-07,R 1 366 000,R 1 366 000,Sold
L100946,Centurion,Apartment,1.0,72.0,2025-08-12,2025-10-05,R 1 502 000,R 1 464 000.00,Sold
L103293,Faerie Glen,House,2.0,166.0,2025-01-27,2025-05-05,R 2 783 000.00,R 2 523 000,Sold
L102161,Brooklyn,Apartment,2.0,111.0,2024-06-16,2024-07-11,R 2 348 000.00,R 2 301 000.00,Sold
L105697,Sandton,House,4.0,203.0,2023-10-27,2023-12-05,"R6,054,000",R 5 923 000.00,Sold
L103057,Groenkloof,Townhouse,2.0,215.0,2025-01-06,2025-05-06,R 3 713 000,R 3 604 000.00,Sold
L100768,Waterkloof Ridge,Apartment,1.0,90.0,2024-01-17,2024-02-26,"R2,500,000",R 2 500 000.00,Sold
L105749,Sandton,Apartment,1.0,101.0,2024-05-22,2024-06-22,"R3,456,000",3244000,Sold
L103495,Bryanston,House,4.0,245.0,2024-06-21,2024-08-07,"R6,047,000",R 6 047 000,Sold
L100285,Lynnwood,Apartment,2.0,153.0,2025-11-07,2025-12-05,R 2 915 000,"R2,839,000",Sold
L105459,Waterkloof,House,5.0,306.0,2024-08-20,2024-09-20,R 8 010 000,R 7 785 000.00,Sold
L104524,Centurion,Townhouse,2.0,204.0,2024-08-30,,R 3 312 000,,Withdrawn
L105436,  bryanston ,House,,187.0,2026-01-09,2026-03-22,R 5 269 000.00,R 5 111 000.00,Sold
L102332,Bryanston,House,5.0,287.0,2025-06-14,2025-06-27,8297000,8202000,Sold
L102717,Sandton,House,4.0,228.0,2024-05-24,2024-08-18,7739000,R 7 658 000,Sold
L102079,Waterkloof,Townhouse,3.0,241.0,2026-04-17,2026-05-29,R 7 568 000.00,7388000,Sold
L103389,Brooklyn,House,5.0,402.0,2023-08-20,2023-10-04,R 8 719 000,R 8 719 000.00,Sold
L100722,Waterkloof,House,4.0,220.0,2024-01-09,2024-02-01,R 5 971 000.00,R 5 878 000,Sold
L100951,Brooklyn,Townhouse,1.0,107.0,2025-04-17,2025-05-21,2456000,2406000,Sold
L105322,Bryanston,House,6.0,516.0,2024-03-15,2024-04-29,"R16,159,000",R 15 074 000,Sold
L102262,Lynnwood,Apartment,1.0,83.0,2024-07-18,2024-08-18,"R1,524,000",R 1 487 000,Sold
L100989,Rooihuiskraal,House,5.0,309.0,2025-02-20,2025-04-14,"R5,755,000",5472000,Sold
L103212,Rooihuiskraal,House,6.0,373.0,2024-12-29,2025-02-15,5765000,R 5 342 000.00,Sold
L101759,Sandton,Apartment,1.0,121.0,2024-01-16,2024-02-14,"R4,601,000",4340000,Sold
L105726,Centurion,House,,162.0,2026-04-27,,"R3,286,000",,Withdrawn
L104422,Irene,House,2.0,118.0,2025-01-07,2025-03-16,"R2,139,000",R 2 054 000,Sold
L101724,Faerie Glen,Apartment,1.0,71.0,2025-10-09,2025-11-26,"R1,097,000",R 1 093 000.00,Sold
L100341,Sandton,Townhouse,3.0,205.0,2024-09-22,2024-11-14,"R8,062,000",R 7 656 000.00,Sold
L103701,Brooklyn,House,2.0,170.0,2024-08-20,2024-09-15,4031000,"R4,031,000",Sold
L104243,Faerie Glen Ext,House,5.0,330.0,2023-12-09,2024-01-15,R 5 120 000,4877000,Sold
L100688,Rooihuiskraal,Apartment,2.0,117.0,2024-12-04,2025-01-02,1639000,1573000,Sold
L103432,Sandton,Apartment,1.0,89.0,2023-05-24,2023-07-13,2773000,"R2,686,000",Sold
L104944,Faerie Glen,Townhouse,4.0,5400.0,2024-09-19,2024-12-05,R 3 334 000,R 3 186 000.00,Sold
L100966,Sandton,House,3.0,188.0,2025-07-11,2025-09-05,6286000,R 6 286 000,Sold
L105775,Waterkloof,House,4.0,187.0,2025-09-24,2025-11-17,5788000,"R5,757,000",Sold
L102203,Groenkloof,Apartment,1.0,66.0,2023-07-23,2023-09-05,"R1,100,000",R 1 062 000,Sold
L102713,Waterkloof Ridge,Apartment,2.0,124.0,2023-09-16,2023-11-09,"R2,631,000",R 2 626 000.00,Sold
L104757,Sandton,House,3.0,220.0,2026-01-04,2026-01-24,7349000,R 7 349 000.00,Sold
L105381,Centurion,House,5.0,362.0,2026-01-18,2026-02-19,R 6 613 000,R 6 613 000.00,Sold
L105822,Centurion,Apartment,1.0,103.0,2024-08-13,2024-10-14,R 1 749 000,R 1 706 000.00,Sold
L103572,Brooklyn,House,4.0,264.0,2025-07-14,2025-08-26,R 6 816 000,R 6 558 000.00,Sold
L104805,Centurion,Apartment,,54.0,2025-12-27,2026-01-10,"R986,000",R 939 000,Sold
L101990,Waterkloof,Apartment,1.0,77.0,2024-05-29,2024-07-23,"R1,805,000",R 1 779 000.00,Sold
L104120,Sandton,House,6.0,340.0,2024-04-12,2024-05-16,"R13,640,000",R 12 641 000,Sold
L104759,Sandton,Townhouse,1.0,108.0,2024-08-19,2024-08-24,R 3 703 000.00,"R3,522,000",Sold
L105011,Faerie Glen,Apartment,1.0,91.0,2025-03-26,2025-04-30,R 1 512 000,R 1 496 000.00,Sold
L105337,Centurion,House,5.0,338.0,2023-05-19,2023-06-09,R 5 808 000.00,5534000,Sold
L104971,Waterkloof,Townhouse,3.0,163.0,2025-04-02,2025-05-09,4035000,4035000,Sold
L100811,Waterkloof,House,3.0,262.0,2025-06-01,2025-06-12,R 6 812 000,R 6 812 000,Sold
L103600,Brooklyn,House,3.0,313.0,2023-05-31,2023-09-13,R 6 118 000,R 6 118 000,Sold
L102245,Groenkloof,House,4.0,262.0,2024-04-13,2024-05-17,R 4 920 000.00,R 4 857 000,Sold
L102083,Groenkloof,Apartment,1.0,68.0,2024-07-22,2024-08-03,"R1,345,000",R 1 316 000.00,Sold
L105035,Groenkloof,Townhouse,3.0,231.0,2023-02-21,2023-05-19,R 2 753 000,R 2 693 000,Sold
L100385,Sandton,Apartment,1.0,104.0,2023-04-15,2023-05-22,"R2,669,000",R 2 569 000,Sold
L105328,Lynnwood,Apartment,1.0,90.0,2023-07-07,2023-08-31,1656000,1568000,Sold
L105580,Centurion,House,3.0,222.0,2023-02-21,2023-03-04,R 3 644 000.00,R 3 581 000.00,Sold
L100536,Faerie Glen Ext,House,4.0,232.0,2024-01-30,2024-03-03,R 3 871 000,R 3 714 000,Sold
L105704,Faerie Glen,House,2.0,215.0,2025-12-13,2026-02-23,"R3,786,000",3754000,Sold
L104212,Lynnwood,House,3.0,234.0,2023-11-29,2023-12-22,R 5 568 000.00,R 5 432 000.00,Sold
L103507,Rooihuiskraal,House,2.0,230.0,2023-04-24,2023-06-29,R 2 697 000,R 2 562 000.00,Sold
L100201,Sandton,House,4.0,240.0,2023-06-27,2023-07-15,8113000,8113000,Sold
L101332,Faerie Glen,House,3.0,197.0,2023-09-27,2023-11-11,"R3,126,000",3126000,Sold
L103502,Waterkloof,Apartment,1.0,94.0,2024-09-30,2024-10-24,R 2 539 000.00,"R2,397,000",Sold
L102708,Groenkloof,House,2.0,121.0,2023-06-12,2023-07-14,2870000,R 2 799 000,Sold
L104662,Lynnwood,Townhouse,4.0,181.0,2023-03-17,2023-04-13,R 3 784 000.00,R 3 588 000.00,Sold
L104021,Groenkloof,House,5.0,365.0,2025-12-22,2026-01-26,R 7 338 000.00,R 7 110 000.00,Sold
L101854,Bryanston,House,,136.0,2024-11-24,2024-12-28,R 3 691 000.00,"R3,493,000",Sold
L100746,Menlo Park,Apartment,2.0,124.0,2024-06-24,2024-07-10,R 2 963 000,R 2 872 000,Sold
L102872,Waterkloof,House,4.0,361.0,2025-03-18,2025-04-18,11243000,11088000,Sold
L103030,Rooihuiskraal,House,5.0,302.0,2023-06-05,2023-07-07,R 4 340 000.00,R 4 191 000.00,Sold
L101205,Waterkloof,House,6.0,512.0,2026-01-21,2026-04-04,"R13,805,000",13805000,Sold
L101645,Lynnwood,House,2.0,144.0,2023-03-20,2023-04-18,R 2 720 000.00,2680000,Sold
L103417,Rooihuiskraal,Apartment,1.0,87.0,2026-02-20,2026-05-12,"R1,363,000","R1,305,000",Sold
L103476,Bryanston,House,4.0,249.0,2024-03-13,2024-04-09,R 6 790 000.00,R 6 790 000,Sold
L102861,Faerie Glen,House,4.0,200.0,2026-03-13,2026-05-25,R 4 417 000,R 4 176 000,Sold
L101792,Groenkloof,House,6.0,514.0,2024-06-25,2024-09-20,11911000,R 11 645 000,Sold
L103797,Rooihuiskraal,House,3.0,217.0,2024-04-19,2024-06-28,"R3,362,000",R 3 216 000.00,Sold
L103368,Waterkloof Ridge,Apartment,1.0,102.0,2023-07-10,2023-09-05,2392000,R 2 309 000,Sold
L103367,Centurion,Apartment,1.0,88.0,2025-05-27,2025-07-15,1766000,1766000,Sold
L103533,Groenkloof,House,2.0,149.0,2025-03-15,2025-04-11,R 3 233 000.00,R 3 200 000,Sold
L105359,Bryanston,House,4.0,289.0,2025-02-12,2025-03-21,R 7 536 000.00,"R7,083,000",Sold
L103449,Bryanston,House,4.0,293.0,2025-10-27,2025-11-17,R 8 004 000.00,7407000,Sold
L100603,Centurion,House,3.0,220.0,2024-07-05,2024-09-14,R 4 242 000,R 4 185 000,Sold
L103056,Irene,Apartment,1.0,96.0,2023-05-31,2023-06-23,R 1 551 000.00,1433000,Sold
L105312,Menlo Park,Apartment,1.0,76.0,2025-11-28,2025-12-23,"R1,628,000",1548000,Sold
L100126,Menlo Park,House,2.0,178.0,2024-03-31,2024-04-07,"R4,375,000","R4,056,000",Sold
L103876,Waterkloof,Apartment,1.0,74.0,2024-12-26,2025-01-16,R 1 752 000,1745000,Sold
L102935,Lynnwood,Townhouse,3.0,177.0,2025-06-15,2025-07-05,"R4,112,000",R 3 945 000,Sold
L104451,Sandton,Townhouse,2.0,157.0,2026-03-28,2026-05-02,R 5 034 000.00,R 4 842 000,Sold
L103531,Waterkloof,Apartment,2.0,133.0,2025-01-25,2025-03-20,R 3 342 000.00,3342000,Sold
L102730,Waterkloof,House,1.0,154.0,2025-10-14,2025-11-20,4166000,R 4 049 000.00,Sold
L100827,Brooklyn,Apartment,1.0,69.0,2026-02-27,2026-04-11,"R1,557,000",R 1 511 000,Sold
L101639,  centurion ,House,2.0,135.0,2024-10-05,2025-01-01,"R2,679,000",2507000,Sold
L100984,Groenkloof,House,3.0,171.0,2025-01-28,2025-02-23,R 3 501 000.00,"R3,393,000",Sold
L103281,Waterkloof,Townhouse,4.0,216.0,2023-06-08,2023-06-26,R 5 665 000.00,"R5,564,000",Sold
L104213,Waterkloof  Ridge,Apartment,1.0,72.0,2025-07-23,2025-10-11,R 2 586 000.00,"R2,487,000",Sold
L102188,  brooklyn ,Apartment,1.0,60.0,2024-09-29,2024-11-05,"R1,342,000",R 1 342 000,Sold
L105871,Brooklyn,Apartment,1.0,69.0,2023-02-02,2023-02-25,"R1,270,000",1270000,Sold
L102443,Faerie Glen,House,5.0,329.0,2025-03-22,2025-07-19,5967000,"R5,865,000",Sold
L100362,  waterkloof ridge ,House,4.0,336.0,2023-05-11,2023-06-15,R 10 150 000.00,R 10 034 000,Sold
L102349,Waterkloof,House,3.0,135.0,2023-06-06,2023-07-09,R 3 039 000,3039000,Sold
L100345,Rooihuiskraal,Apartment,,77.0,2023-12-17,2024-04-01,961000,R 923 000,Sold
L100814,Waterkloof Ridge,House,3.0,237.0,2026-03-19,,"R7,652,000",,Withdrawn
L104807,Irene,House,6.0,404.0,2025-06-16,2025-07-07,9705000,"R9,131,000",Sold
L103205,Lynnwood,Apartment,2.0,128.0,2024-05-28,2024-06-23,2768000,2735000,Sold
L105075,Brooklyn,House,5.0,353.0,2026-04-11,2026-04-19,R 9 118 000,R 8 733 000,Sold
L105860,  irene ,Townhouse,1.0,91.0,2024-06-21,2024-10-19,"R1,831,000",1756000,Sold
L103325,  bryanston ,House,2.0,148.0,2026-02-06,2026-03-11,R 4 936 000.00,R 4 820 000,Sold
L104106,Centurion,House,6.0,481.0,2024-10-26,,R 9 892 000,,Withdrawn
L102116,Brooklyn,Apartment,2.0,61.0,2025-10-20,2025-11-28,1280000,"R1,228,000",Sold
L101834,Groenkloof,Apartment,1.0,98.0,2024-12-25,2025-02-02,R 2 145 000.00,R 2 022 000,Sold
L100793,Waterkloof,Apartment,2.0,137.0,2023-09-29,2023-12-02,R 3 390 000.00,"R3,225,000",Sold
L104657,Waterkloof Ridge,Apartment,1.0,69.0,2026-03-19,2026-04-21,R 2 185 000.00,R 2 112 000.00,Sold
L102674,Irene,House,6.0,391.0,2026-01-11,2026-01-21,R 7 762 000.00,R 7 762 000.00,Sold
L100094,Brooklyn,Townhouse,3.0,254.0,2025-06-27,2025-08-02,R 6 060 000,"R6,013,000",Sold
L104225,Bryanston,Apartment,3.0,165.0,2024-08-25,2024-10-20,R 4 238 000.00,R 4 238 000,Sold
L103756,Brooklyn,Apartment,1.0,79.0,2023-07-16,2023-08-28,R 1 873 000.00,R 1 863 000,Sold
L102891,Sandton,Apartment,1.0,73.0,2023-12-25,2024-01-21,R 2 532 000.00,2485000,Sold
L102371,Menlo Pk,House,3.0,216.0,2023-11-24,2024-02-11,"R4,529,000",R 4 151 000,Sold
L105062,Brooklyn,House,5.0,306.0,2023-11-26,2023-12-31,"R6,749,000",R 6 541 000.00,Sold
