listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,status,list_price_zar,sold_price_zar
L100279,Bryanston,House,3,152.0,2025-07-18,2025-08-09,Sold,4649000.0,4456000.0
L100479,Lynnwood,House,3,279.0,2025-07-18,,Withdrawn,6172000.0,
L105763,Sandton,House,3,184.0,2025-07-18,,Withdrawn,5821000.0,
L101813,Brooklyn,House,2,130.0,2025-07-18,2025-08-03,Sold,3369000.0,3365000.0
L100922,Irene,House,2,150.0,2025-07-18,2025-09-24,Sold,2956000.0,2782000.0
L105759,Waterkloof,Apartment,1,93.0,2025-07-19,2025-08-05,Sold,2486000.0,2466000.0
L105377,Centurion,House,2,166.0,2025-07-19,2025-09-05,Sold,3776000.0,3518000.0
L104981,Brooklyn,House,4,371.0,2025-07-19,2025-08-12,Sold,8281000.0,8120000.0
L100432,Centurion,House,3,149.0,2025-07-19,2025-10-26,Sold,2744000.0,2605000.0
L105651,Lynnwood,House,4,256.0,2025-07-19,2025-08-14,Sold,5655000.0,5655000.0
L100171,Faerie Glen,House,,286.0,2025-07-20,2025-09-08,Sold,4929000.0,4847000.0
L101559,Bryanston,Townhouse,2,137.0,2025-07-20,2025-09-03,Sold,4524000.0,4363000.0
L105384,Brooklyn,House,3,203.0,2025-07-20,2025-08-03,Sold,5576000.0,5340000.0
L100114,Groenkloof,House,4,200.0,2025-07-20,2025-09-27,Sold,3947000.0,3918000.0
L105553,Groenkloof,House,6,292.0,2025-07-20,2025-08-20,Sold,7434000.0,7434000.0
L100512,Waterkloof,House,3,272.0,2025-07-20,2025-09-05,Sold,9103000.0,8904000.0
L104929,Brooklyn,House,4,296.0,2025-07-21,2025-08-26,Sold,7229000.0,7144000.0
L102581,Bryanston,House,2,161.0,2025-07-21,2025-08-08,Sold,4560000.0,4312000.0
L104040,Lynnwood,House,3,289.0,2025-07-21,2025-09-22,Sold,6670000.0,6263000.0
L105712,Sandton,House,3,198.0,2025-07-21,2025-08-13,Sold,6673000.0,6514000.0
L103594,Waterkloof,House,4,243.0,2025-07-22,2025-08-13,Sold,8519000.0,8392000.0
L102632,Bryanston,House,6,439.0,2025-07-22,2025-09-17,Sold,11495000.0,11495000.0
L101927,Centurion,House,4,248.0,2025-07-22,2025-10-31,Sold,5600000.0,5490000.0
L101245,Brooklyn,Townhouse,3,160.0,2025-07-22,2025-08-13,Sold,3398000.0,3284000.0
L105538,Menlo Park,Apartment,2,128.0,2025-07-22,2025-09-10,Sold,2621000.0,2621000.0
L101636,Lynnwood,House,2,98.0,2025-07-23,2025-09-02,Sold,2157000.0,2157000.0
L104213,Waterkloof Ridge,Apartment,1,72.0,2025-07-23,2025-10-11,Sold,2586000.0,2487000.0
L101550,Waterkloof Ridge,Townhouse,4,320.0,2025-07-23,2025-08-15,Sold,10815000.0,10567000.0
L105662,Faerie Glen,House,3,209.0,2025-07-23,2025-08-28,Sold,3884000.0,3824000.0
L103881,Sandton,House,4,262.0,2025-07-23,2025-10-17,Sold,9680000.0,9680000.0
L100342,Rooihuiskraal,Townhouse,3,177.0,2025-07-23,,Withdrawn,2752000.0,
L104772,Waterkloof,House,4,283.0,2025-07-23,2025-09-21,Sold,8078000.0,8078000.0
L105989,Faerie Glen,Apartment,,71.0,2025-07-24,2025-08-22,Sold,1207000.0,1138000.0
L100065,Faerie Glen,Apartment,1,79.0,2025-07-24,2025-08-09,Sold,1476000.0,1436000.0
L101634,Sandton,House,3,250.0,2025-07-24,2025-09-18,Sold,9363000.0,8724000.0
L101179,Groenkloof,House,4,240.0,2025-07-25,2025-08-22,Sold,5974000.0,5974000.0
L105843,Irene,House,3,237.0,2025-07-25,2025-10-10,Sold,5885000.0,5724000.0
L104827,Lynnwood,House,6,316.0,2025-07-25,,Withdrawn,7061000.0,
L100575,Faerie Glen,Apartment,1,71.0,2025-07-25,2025-09-07,Sold,1353000.0,1353000.0
L100850,Groenkloof,Townhouse,1,137.0,2025-07-25,2025-09-22,Sold,3305000.0,3138000.0
L103603,Brooklyn,House,3,216.0,2025-07-26,2025-08-22,Sold,5910000.0,5539000.0
L101894,Menlo Park,House,3,295.0,2025-07-27,2025-08-13,Sold,6596000.0,6273000.0
L101397,Sandton,House,3,175.0,2025-07-27,2025-08-07,Sold,5555000.0,5449000.0
L100295,Sandton,Apartment,2,68.0,2025-07-27,2025-08-29,Sold,2383000.0,2213000.0
L105485,Sandton,House,6,472.0,2025-07-28,2025-09-08,Sold,16981000.0,16384000.0
L104338,Faerie Glen,House,4,236.0,2025-07-28,2025-08-03,Sold,4127000.0,4081000.0
L105013,Centurion,House,3,231.0,2025-07-28,2025-08-05,Sold,5854000.0,5854000.0
L103970,Sandton,Apartment,1,69.0,2025-07-28,2025-09-01,Sold,2318000.0,2279000.0
L103022,Lynnwood,Townhouse,3,243.0,2025-07-28,2025-08-12,Sold,5399000.0,4864000.0
L103490,Irene,House,3,252.0,2025-07-28,2025-10-01,Sold,5160000.0,5028000.0
L102785,Centurion,House,6,453.0,2025-07-28,2025-09-08,Sold,8616000.0,8616000.0
L103411,Waterkloof Ridge,House,4,260.0,2025-07-28,2025-10-01,Sold,8181000.0,7916000.0
L103456,Sandton,House,5,,2025-07-28,2025-09-27,Sold,9757000.0,9674000.0
L105933,Brooklyn,Apartment,1,50.0,2025-07-28,2025-08-27,Sold,1449000.0,1449000.0
L104922,Brooklyn,Apartment,,79.0,2025-07-29,2025-08-22,Sold,1672000.0,1629000.0
L104871,Brooklyn,House,4,268.0,2025-07-29,2025-08-22,Sold,5924000.0,5924000.0
L105185,Bryanston,House,1,113.0,2025-07-29,2025-08-23,Sold,3711000.0,3711000.0
L104196,Waterkloof Ridge,House,1,152.0,2025-07-29,2025-09-05,Sold,5708000.0,5516000.0
L103496,Centurion,House,2,191.0,2025-07-29,2025-11-26,Sold,4388000.0,4388000.0
L101747,Faerie Glen,Apartment,3,95.0,2025-07-30,2025-08-26,Sold,1970000.0,1970000.0
L104457,Irene,House,3,,2025-07-30,2025-09-13,Sold,3281000.0,3281000.0
L105833,Centurion,House,4,241.0,2025-07-31,2025-08-16,Sold,5068000.0,4758000.0
L100765,Waterkloof,Apartment,1,102.0,2025-07-31,2025-08-16,Sold,2360000.0,2229000.0
L105476,Groenkloof,House,4,234.0,2025-07-31,2025-08-27,Sold,6895000.0,6501000.0
L100706,Rooihuiskraal,House,5,325.0,2025-07-31,2025-10-18,Sold,4849000.0,4558000.0
L104731,Sandton,House,4,280.0,2025-08-01,2025-09-06,Sold,9535000.0,8543000.0
L101496,Bryanston,House,3,192.0,2025-08-01,2025-09-24,Sold,5471000.0,5471000.0
L102303,Faerie Glen,House,2,186.0,2025-08-01,2025-10-08,Sold,3641000.0,3641000.0
L100988,Menlo Park,House,3,245.0,2025-08-01,2025-09-14,Sold,5901000.0,5557000.0
L104711,Brooklyn,House,3,209.0,2025-08-01,2025-08-21,Sold,5606000.0,5606000.0
L105161,Sandton,Apartment,2,101.0,2025-08-02,2025-08-25,Sold,3077000.0,3077000.0
L103848,Brooklyn,House,,159.0,2025-08-02,2025-08-14,Sold,4058000.0,3988000.0
L104391,Rooihuiskraal,Townhouse,2,121.0,2025-08-02,,Withdrawn,1892000.0,
L104339,Bryanston,Apartment,2,69.0,2025-08-02,2025-10-08,Sold,1883000.0,1812000.0
L105692,Faerie Glen,House,5,318.0,2025-08-02,2025-08-16,Sold,6716000.0,6582000.0
L103994,Brooklyn,House,2,182.0,2025-08-03,2025-08-07,Sold,4317000.0,4145000.0
L103516,Irene,Townhouse,3,135.0,2025-08-03,2025-10-02,Sold,2840000.0,2798000.0
L101577,Bryanston,House,2,173.0,2025-08-03,2025-09-19,Sold,6299000.0,6250000.0
L101243,Waterkloof,Apartment,2,101.0,2025-08-03,2025-08-08,Sold,3142000.0,3129000.0
L102645,Bryanston,House,5,381.0,2025-08-03,2025-10-07,Sold,13480000.0,12697000.0
L105716,Bryanston,House,4,245.0,2025-08-03,2025-08-14,Sold,7822000.0,7542000.0
L102627,Menlo Park,Townhouse,3,203.0,2025-08-03,2025-09-26,Sold,5014000.0,4970000.0
L102983,Irene,Apartment,3,90.0,2025-08-03,2025-11-03,Sold,1885000.0,1794000.0
L104656,Bryanston,Apartment,2,89.0,2025-08-04,2025-08-13,Sold,2356000.0,2209000.0
L103308,Irene,House,2,178.0,2025-08-04,2025-09-04,Sold,3138000.0,3129000.0
L102091,Bryanston,House,4,340.0,2025-08-04,2025-10-14,Sold,11469000.0,11403000.0
L105079,Centurion,Apartment,2,79.0,2025-08-04,2025-09-30,Sold,1264000.0,1263000.0
L100356,Rooihuiskraal,House,4,278.0,2025-08-04,2025-09-04,Sold,4757000.0,4567000.0
L100931,Menlo Park,Apartment,1,102.0,2025-08-04,2025-09-12,Sold,2297000.0,2220000.0
L102881,Waterkloof Ridge,Townhouse,3,192.0,2025-08-04,2025-10-06,Sold,6120000.0,5666000.0
L105389,Sandton,House,2,178.0,2025-08-04,2025-08-21,Sold,7076000.0,6705000.0
L105583,Centurion,House,4,258.0,2025-08-05,2025-09-06,Sold,5913000.0,5830000.0
L101575,Brooklyn,Townhouse,3,249.0,2025-08-05,2025-08-30,Sold,6294000.0,6294000.0
L101242,Menlo Park,Apartment,1,90.0,2025-08-05,2025-08-12,Sold,1590000.0,1590000.0
L101974,Groenkloof,Apartment,1,43.0,2025-08-05,2025-09-08,Sold,959000.0,943000.0
L101254,Waterkloof Ridge,House,6,479.0,2025-08-05,2025-08-19,Sold,15574000.0,14880000.0
L105877,Groenkloof,House,2,98.0,2025-08-05,,Withdrawn,2117000.0,
L100757,Sandton,Townhouse,2,153.0,2025-08-05,2025-10-06,Sold,5657000.0,5459000.0
L103757,Brooklyn,House,5,343.0,2025-08-06,2025-09-02,Sold,8202000.0,7650000.0
L104296,Lynnwood,Apartment,1,94.0,2025-08-06,2025-09-09,Sold,1818000.0,1756000.0
L104596,Lynnwood,House,3,196.0,2025-08-06,2025-10-03,Sold,4479000.0,4326000.0
L104311,Rooihuiskraal,House,5,300.0,2025-08-06,2025-10-24,Sold,5359000.0,5024000.0
L103210,Menlo Park,Townhouse,2,191.0,2025-08-06,2025-09-16,Sold,4023000.0,3830000.0
L101469,Groenkloof,Apartment,2,167.0,2025-08-06,2025-09-03,Sold,3727000.0,3493000.0
L102133,Sandton,Apartment,2,128.0,2025-08-07,2025-09-05,Sold,4195000.0,4090000.0
L101192,Bryanston,Apartment,,91.0,2025-08-07,,Withdrawn,2593000.0,
L100823,Centurion,House,,379.0,2025-08-07,2025-10-10,Sold,8134000.0,7811000.0
L104148,Lynnwood,House,6,342.0,2025-08-07,2025-08-13,Sold,8551000.0,8305000.0
L105769,Centurion,House,4,284.0,2025-08-07,2025-09-16,Sold,5692000.0,5335000.0
L102155,Bryanston,Townhouse,2,110.0,2025-08-07,2025-09-29,Sold,3406000.0,3406000.0
L102197,Faerie Glen,House,5,396.0,2025-08-07,2025-09-05,Sold,7956000.0,7652000.0
L105466,Rooihuiskraal,House,6,549.0,2025-08-07,2025-09-26,Sold,8527000.0,8103000.0
L102539,Faerie Glen,House,3,237.0,2025-08-07,2025-09-16,Sold,3984000.0,3849000.0
L103460,Lynnwood,Apartment,1,109.0,2025-08-07,2025-08-31,Sold,2414000.0,2414000.0
L101134,Sandton,House,4,184.0,2025-08-08,2025-09-05,Sold,5763000.0,5727000.0
L105127,Groenkloof,House,2,188.0,2025-08-08,,Withdrawn,3781000.0,
L103329,Brooklyn,Apartment,,81.0,2025-08-08,2025-08-20,Sold,1883000.0,1851000.0
L105532,Faerie Glen,House,2,291.0,2025-08-08,2025-09-12,Sold,6362000.0,5801000.0
L103015,Centurion,Apartment,1,,2025-08-08,2025-09-02,Sold,1389000.0,1317000.0
L105456,Groenkloof,House,3,163.0,2025-08-08,2025-10-08,Sold,4799000.0,4693000.0
L102695,Groenkloof,House,5,320.0,2025-08-09,2025-08-30,Sold,6686000.0,6686000.0
L104960,Groenkloof,House,4,290.0,2025-08-09,,Withdrawn,6585000.0,
L103880,Centurion,House,4,296.0,2025-08-09,2025-09-04,Sold,6765000.0,6381000.0
L101185,Bryanston,House,4,282.0,2025-08-09,2025-10-04,Sold,9122000.0,8835000.0
L100761,Groenkloof,Apartment,,128.0,2025-08-09,2025-08-22,Sold,2497000.0,2310000.0
L100734,Waterkloof,House,4,,2025-08-09,,Withdrawn,5678000.0,
L101808,Lynnwood,Townhouse,2,193.0,2025-08-10,2025-10-16,Sold,3927000.0,3599000.0
L103175,Waterkloof,Townhouse,2,119.0,2025-08-10,2025-09-14,Sold,2728000.0,2728000.0
L104074,Waterkloof,House,3,256.0,2025-08-11,2025-09-05,Sold,5687000.0,5680000.0
L103956,Sandton,Apartment,1,126.0,2025-08-11,2025-09-07,Sold,3740000.0,3645000.0
L103506,Faerie Glen,Apartment,2,106.0,2025-08-11,,Withdrawn,1877000.0,
L102706,Bryanston,House,3,229.0,2025-08-11,2025-10-02,Sold,6602000.0,6561000.0
L101805,Centurion,Apartment,2,67.0,2025-08-12,2025-09-22,Sold,1287000.0,1287000.0
L101717,Irene,Apartment,,76.0,2025-08-12,2025-09-22,Sold,1553000.0,1481000.0
L103061,Lynnwood,Townhouse,2,120.0,2025-08-12,2025-08-24,Sold,2244000.0,2244000.0
L100946,Centurion,Apartment,1,72.0,2025-08-12,2025-10-05,Sold,1502000.0,1464000.0
L100880,Lynnwood,House,3,192.0,2025-08-12,,Withdrawn,4241000.0,
L103245,Faerie Glen,Apartment,1,47.0,2025-08-12,2025-09-20,Sold,899000.0,853000.0
L103454,Sandton,House,3,300.0,2025-08-12,2025-09-24,Sold,10794000.0,10794000.0
L102005,Bryanston,Apartment,1,104.0,2025-08-13,2025-10-27,Sold,2558000.0,2429000.0
L104812,Faerie Glen,House,6,332.0,2025-08-13,2025-09-14,Sold,5742000.0,5513000.0
L104096,Irene,House,6,487.0,2025-08-14,2025-09-16,Sold,8554000.0,8362000.0
L103103,Rooihuiskraal,Apartment,1,105.0,2025-08-14,2025-09-22,Sold,1437000.0,1370000.0
L105886,Brooklyn,Townhouse,3,90.0,2025-08-14,2025-10-31,Sold,2541000.0,2424000.0
L104025,Sandton,House,3,246.0,2025-08-14,2025-09-19,Sold,8835000.0,8680000.0
L105479,Sandton,Apartment,,55.0,2025-08-14,2025-09-30,Sold,1699000.0,1622000.0
L104961,Groenkloof,House,6,418.0,2025-08-14,2025-08-31,Sold,10123000.0,9586000.0
L105363,Sandton,House,3,235.0,2025-08-14,2025-10-12,Sold,10138000.0,9402000.0
L101275,Menlo Park,Apartment,1,79.0,2025-08-14,,Withdrawn,1703000.0,
L103903,Faerie Glen,House,6,385.0,2025-08-15,2025-09-11,Sold,6393000.0,6171000.0
L105106,Groenkloof,Apartment,1,70.0,2025-08-15,2025-09-15,Sold,1596000.0,1468000.0
L102340,Groenkloof,House,3,173.0,2025-08-15,2025-09-07,Sold,4280000.0,4154000.0
L100516,Menlo Park,Apartment,1,111.0,2025-08-15,2025-09-14,Sold,2634000.0,2634000.0
L101264,Irene,Apartment,2,103.0,2025-08-15,2025-09-24,Sold,2103000.0,1976000.0
L105220,Waterkloof Ridge,House,5,346.0,2025-08-15,2025-09-14,Sold,9710000.0,9572000.0
L103671,Irene,Townhouse,2,155.0,2025-08-16,2025-09-24,Sold,3042000.0,2969000.0
L105169,Menlo Park,Apartment,1,86.0,2025-08-16,2025-10-15,Sold,1834000.0,1834000.0
L101206,Irene,House,3,153.0,2025-08-16,2025-09-20,Sold,3277000.0,3067000.0
L105548,Centurion,House,,156.0,2025-08-16,2025-09-23,Sold,2880000.0,2697000.0
L100220,Brooklyn,House,4,227.0,2025-08-16,2025-09-11,Sold,5216000.0,5142000.0
L103892,Faerie Glen,House,5,283.0,2025-08-17,2025-09-22,Sold,5385000.0,5230000.0
L103650,Brooklyn,Apartment,1,77.0,2025-08-17,,Withdrawn,2030000.0,
L100726,Brooklyn,House,5,299.0,2025-08-18,2025-09-16,Sold,6566000.0,6002000.0
L101797,Brooklyn,Apartment,1,82.0,2025-08-18,,Withdrawn,1754000.0,
L105080,Groenkloof,Apartment,1,75.0,2025-08-18,2025-09-15,Sold,1640000.0,1616000.0
L105592,Irene,Townhouse,3,,2025-08-18,2025-09-07,Sold,4361000.0,4193000.0
L101340,Waterkloof Ridge,House,4,232.0,2025-08-18,2025-10-07,Sold,7113000.0,6776000.0
L102843,Brooklyn,Apartment,2,104.0,2025-08-18,2025-10-10,Sold,2665000.0,2568000.0
L105325,Waterkloof Ridge,House,5,273.0,2025-08-18,2025-09-05,Sold,9323000.0,9009000.0
L103891,Centurion,House,3,200.0,2025-08-19,,Withdrawn,4609000.0,
L103408,Faerie Glen,Apartment,2,,2025-08-19,2025-11-30,Sold,1014000.0,967000.0
L105081,Irene,Apartment,,125.0,2025-08-19,2025-11-15,Sold,2416000.0,2300000.0
L101925,Waterkloof,House,3,222.0,2025-08-20,2025-10-11,Sold,6825000.0,6763000.0
L104287,Groenkloof,Townhouse,1,164.0,2025-08-20,2025-11-04,Sold,3730000.0,3704000.0
L104100,Brooklyn,Townhouse,,158.0,2025-08-20,2025-09-01,Sold,3652000.0,3591000.0
L100803,Irene,House,2,147.0,2025-08-20,2025-10-04,Sold,2963000.0,2882000.0
L104900,Faerie Glen,House,3,155.0,2025-08-20,2025-10-07,Sold,2996000.0,2868000.0
L104279,Centurion,Townhouse,3,112.0,2025-08-20,2025-09-30,Sold,2419000.0,2275000.0
L104383,Lynnwood,Apartment,1,79.0,2025-08-20,2025-10-07,Sold,2012000.0,1934000.0
L102781,Waterkloof Ridge,House,2,159.0,2025-08-21,2025-09-06,Sold,5269000.0,4947000.0
L100046,Menlo Park,House,3,269.0,2025-08-21,2025-09-10,Sold,6293000.0,6143000.0
L102757,Centurion,House,5,310.0,2025-08-21,2025-11-25,Sold,6306000.0,6055000.0
L103125,Groenkloof,Townhouse,4,152.0,2025-08-22,2025-10-19,Sold,3668000.0,3549000.0
L104421,Groenkloof,House,2,133.0,2025-08-22,2025-09-29,Sold,3283000.0,3132000.0
L104193,Bryanston,House,4,219.0,2025-08-22,2025-09-13,Sold,6141000.0,5797000.0
L104901,Brooklyn,House,5,288.0,2025-08-22,,Withdrawn,6268000.0,
L105212,Sandton,House,4,236.0,2025-08-22,2025-09-19,Sold,8545000.0,8511000.0
L100874,Centurion,House,5,364.0,2025-08-22,2025-10-05,Sold,6891000.0,6729000.0
L103630,Waterkloof Ridge,Apartment,3,146.0,2025-08-23,2025-09-06,Sold,4929000.0,4819000.0
L102380,Bryanston,House,4,238.0,2025-08-23,2025-09-25,Sold,6202000.0,5665000.0
L104832,Centurion,House,2,176.0,2025-08-23,2025-09-16,Sold,3773000.0,3773000.0
L100127,Waterkloof Ridge,House,4,333.0,2025-08-23,2025-09-27,Sold,11923000.0,11841000.0
L101231,Irene,House,4,250.0,2025-08-23,2025-09-16,Sold,5062000.0,4850000.0
L103180,Sandton,House,5,291.0,2025-08-23,2025-09-28,Sold,10541000.0,9794000.0
L103291,Centurion,Apartment,2,97.0,2025-08-23,2025-10-02,Sold,1882000.0,1733000.0
L105616,Lynnwood,House,3,144.0,2025-08-24,2025-09-03,Sold,3356000.0,3356000.0
L104978,Bryanston,House,3,214.0,2025-08-24,2025-10-23,Sold,6051000.0,5805000.0
L100182,Faerie Glen,Apartment,,57.0,2025-08-24,2025-09-26,Sold,997000.0,958000.0
L100326,Rooihuiskraal,Apartment,1,57.0,2025-08-24,2025-09-11,Sold,825000.0,779000.0
L104465,Groenkloof,Apartment,1,113.0,2025-08-24,2025-10-08,Sold,2404000.0,2387000.0
L102915,Groenkloof,House,5,,2025-08-25,2025-09-20,Sold,8178000.0,7993000.0
L100917,Waterkloof Ridge,Apartment,1,101.0,2025-08-25,2025-09-25,Sold,2979000.0,2887000.0
L100421,Waterkloof,House,2,174.0,2025-08-25,2025-09-07,Sold,4381000.0,4381000.0
L104612,Centurion,Apartment,2,168.0,2025-08-25,2025-09-25,Sold,3226000.0,3158000.0
L103189,Brooklyn,Apartment,3,131.0,2025-08-25,2025-09-03,Sold,3313000.0,3302000.0
L105889,Waterkloof,House,3,185.0,2025-08-25,2025-09-21,Sold,5744000.0,5530000.0
L104029,Sandton,Apartment,2,93.0,2025-08-25,2025-11-07,Sold,3151000.0,3151000.0
L103301,Menlo Park,House,4,266.0,2025-08-26,2025-09-09,Sold,6869000.0,6719000.0
L104951,Centurion,Townhouse,4,182.0,2025-08-26,2025-09-22,Sold,3143000.0,2870000.0
L101178,Groenkloof,Townhouse,3,164.0,2025-08-26,2025-09-17,Sold,4805000.0,4600000.0
L101695,Faerie Glen,Apartment,2,90.0,2025-08-26,2025-09-06,Sold,1611000.0,1611000.0
L101511,Groenkloof,House,4,166.0,2025-08-27,2025-10-10,Sold,3833000.0,3754000.0
L103628,Centurion,Townhouse,,187.0,2025-08-27,2025-10-07,Sold,3742000.0,3684000.0
L105937,Lynnwood,Townhouse,3,179.0,2025-08-28,2025-11-17,Sold,3579000.0,3471000.0
L102263,Waterkloof Ridge,Townhouse,4,286.0,2025-08-28,2025-09-09,Sold,9427000.0,9418000.0
L100886,Lynnwood,House,5,342.0,2025-08-29,2025-10-21,Sold,7813000.0,7813000.0
L102842,Lynnwood,House,2,166.0,2025-08-29,2025-09-10,Sold,3966000.0,3767000.0
L101753,Bryanston,Apartment,1,108.0,2025-08-29,2025-11-04,Sold,4106000.0,3999000.0
L102658,Waterkloof Ridge,Apartment,2,97.0,2025-08-29,2025-09-25,Sold,3199000.0,3199000.0
L102592,Centurion,Apartment,1,56.0,2025-08-29,2025-09-24,Sold,1038000.0,1038000.0
L104510,Irene,House,6,398.0,2025-08-29,2025-09-30,Sold,8100000.0,7809000.0
L104310,Faerie Glen,House,2,166.0,2025-08-29,2025-09-15,Sold,3281000.0,3006000.0
L100267,Groenkloof,Apartment,2,144.0,2025-08-30,2025-10-21,Sold,3154000.0,2888000.0
L102217,Sandton,Apartment,2,80.0,2025-08-30,2025-09-21,Sold,2568000.0,2449000.0
L100689,Faerie Glen,House,3,157.0,2025-08-30,2025-12-27,Sold,2714000.0,2560000.0
L103939,Waterkloof Ridge,Apartment,1,71.0,2025-08-30,2025-11-04,Sold,2041000.0,1960000.0
L102112,Groenkloof,Townhouse,1,143.0,2025-08-30,2025-10-03,Sold,2811000.0,2540000.0
L105412,Menlo Park,Apartment,1,79.0,2025-08-31,2025-09-15,Sold,1914000.0,1825000.0
L105047,Bryanston,House,4,355.0,2025-08-31,2025-10-20,Sold,10762000.0,10340000.0
L104543,Faerie Glen,Apartment,1,,2025-08-31,2025-10-11,Sold,1725000.0,1654000.0
L101186,Lynnwood,House,4,255.0,2025-08-31,,Withdrawn,6606000.0,
L105511,Faerie Glen,Townhouse,2,139.0,2025-09-01,,Withdrawn,2694000.0,
L101948,Waterkloof,House,3,198.0,2025-09-01,2025-11-12,Sold,5151000.0,4957000.0
L104850,Groenkloof,House,4,268.0,2025-09-01,2025-11-11,Sold,6650000.0,6158000.0
L100470,Lynnwood,House,6,367.0,2025-09-01,2025-10-05,Sold,8252000.0,8252000.0
L102600,Lynnwood,House,6,350.0,2025-09-02,2025-10-10,Sold,7932000.0,7440000.0
L105100,Irene,Apartment,1,81.0,2025-09-02,2025-11-29,Sold,1785000.0,1667000.0
L102422,Rooihuiskraal,Apartment,3,139.0,2025-09-02,2025-09-20,Sold,2117000.0,2078000.0
L100654,Bryanston,House,4,258.0,2025-09-02,2025-10-15,Sold,8244000.0,8244000.0
L104299,Centurion,Townhouse,3,180.0,2025-09-02,2025-10-16,Sold,3171000.0,2982000.0
L104616,Waterkloof Ridge,House,2,140.0,2025-09-02,2025-09-06,Sold,4489000.0,4161000.0
L101989,Groenkloof,Apartment,1,62.0,2025-09-02,2025-10-15,Sold,1162000.0,1109000.0
L105531,Bryanston,House,6,427.0,2025-09-03,2025-10-05,Sold,12531000.0,12527000.0
L103091,Sandton,House,3,133.0,2025-09-03,2025-10-21,Sold,5035000.0,5035000.0
L100876,Lynnwood,House,2,136.0,2025-09-03,,Withdrawn,3186000.0,
L100083,Groenkloof,House,5,324.0,2025-09-03,2025-11-18,Sold,9319000.0,9198000.0
L102821,Centurion,House,,173.0,2025-09-03,2025-10-29,Sold,3639000.0,3623000.0
L104865,Waterkloof Ridge,House,3,182.0,2025-09-05,2025-11-13,Sold,6161000.0,5948000.0
L101524,Centurion,House,2,162.0,2025-09-05,2025-09-19,Sold,3555000.0,3503000.0
L104514,Waterkloof Ridge,Townhouse,3,201.0,2025-09-05,2025-09-16,Sold,7496000.0,7273000.0
L101959,Irene,Townhouse,3,153.0,2025-09-05,2025-09-20,Sold,2589000.0,2545000.0
L100630,Sandton,Apartment,1,,2025-09-05,,Withdrawn,2812000.0,
L101446,Sandton,Apartment,2,74.0,2025-09-05,2025-10-15,Sold,2477000.0,2325000.0
L103666,Groenkloof,Townhouse,2,121.0,2025-09-06,2025-10-23,Sold,2985000.0,2938000.0
L105652,Irene,Apartment,1,95.0,2025-09-06,,Withdrawn,1767000.0,
L103639,Faerie Glen,House,3,238.0,2025-09-06,2025-10-10,Sold,4659000.0,4626000.0
L101391,Bryanston,House,4,349.0,2025-09-07,2025-09-21,Sold,10537000.0,10222000.0
L103673,Menlo Park,House,6,489.0,2025-09-07,2025-09-27,Sold,10470000.0,10470000.0
L103965,Waterkloof Ridge,House,5,312.0,2025-09-07,2025-10-14,Sold,9728000.0,9728000.0
L103796,Centurion,House,4,274.0,2025-09-07,2025-09-27,Sold,6287000.0,6169000.0
L105968,Irene,House,5,326.0,2025-09-07,2025-11-17,Sold,6450000.0,6165000.0
L102390,Irene,Apartment,2,121.0,2025-09-08,2025-11-07,Sold,2692000.0,2634000.0
L103893,Faerie Glen,Townhouse,,85.0,2025-09-08,2025-09-21,Sold,1410000.0,1356000.0
L104512,Bryanston,House,4,252.0,2025-09-08,2025-09-19,Sold,7680000.0,7223000.0
L100921,Bryanston,Apartment,1,62.0,2025-09-08,2025-10-01,Sold,1667000.0,1667000.0
L103471,Lynnwood,House,6,428.0,2025-09-08,2025-10-15,Sold,11375000.0,11098000.0
L105474,Centurion,House,3,162.0,2025-09-08,2025-09-20,Sold,3092000.0,2982000.0
L104762,Sandton,House,4,255.0,2025-09-09,2025-11-01,Sold,9897000.0,9732000.0
L105706,Sandton,House,2,204.0,2025-09-09,2025-11-06,Sold,7406000.0,7327000.0
L101430,Sandton,Apartment,1,67.0,2025-09-09,2025-11-10,Sold,2148000.0,2008000.0
L105855,Bryanston,House,4,265.0,2025-09-10,2025-10-16,Sold,9132000.0,9112000.0
L101480,Lynnwood,House,1,139.0,2025-09-10,2025-11-21,Sold,3087000.0,3077000.0
L100363,Waterkloof,House,5,312.0,2025-09-10,2025-09-28,Sold,8859000.0,8625000.0
L104625,Irene,Apartment,1,108.0,2025-09-10,2025-10-07,Sold,2467000.0,2341000.0
L100967,Groenkloof,House,2,198.0,2025-09-11,2025-10-08,Sold,4676000.0,4598000.0
L100897,Groenkloof,House,3,,2025-09-11,2025-10-07,Sold,5127000.0,4985000.0
L105262,Groenkloof,House,5,327.0,2025-09-12,2025-10-07,Sold,8460000.0,8388000.0
L102408,Menlo Park,Townhouse,5,277.0,2025-09-13,2025-10-14,Sold,6878000.0,6878000.0
L100820,Waterkloof,Apartment,1,57.0,2025-09-14,2025-10-23,Sold,1328000.0,1285000.0
L104376,Centurion,Apartment,1,54.0,2025-09-14,2025-10-21,Sold,870000.0,806000.0
L104366,Lynnwood,Apartment,1,69.0,2025-09-14,2025-10-30,Sold,1629000.0,1598000.0
L105897,Bryanston,House,3,224.0,2025-09-14,2025-10-12,Sold,6922000.0,6922000.0
L105107,Brooklyn,House,4,202.0,2025-09-14,2025-10-31,Sold,4710000.0,4623000.0
